Subject,Trial,Block,Orientation,Luminance,SOA,RT,Error
10,173,4,absent,present,0.05,225.602,-0.7685
10,174,4,absent,absent,-0.15,188.797,-5.1261
10,175,4,present,absent,0.15,235.197,-3.1768
10,176,4,present,present,-0.05,165.597,3.0886
10,177,4,absent,present,-0.15,282.393,-0.8056
10,178,4,absent,absent,-0.05,200.8,-1.2539
10,179,4,absent,present,0.15,311.994,3.2681
10,1,5,absent,present,0,427.986,-10.5239
10,2,5,absent,present,0.15,320.791,6.7034
10,3,5,present,absent,-0.05,223.183,-2.528
10,4,5,absent,absent,-0.05,256,-2.4186
10,5,5,present,absent,-0.15,266.398,3.0689
10,6,5,present,present,-0.05,229.598,-5.1817
10,7,5,absent,present,0.05,286.396,-1.0805
10,8,5,absent,present,0.05,298.391,-2.8699
10,9,5,absent,absent,0,283.996,0.5997
10,10,5,absent,absent,-0.15,251.198,-0.9406
10,12,5,present,absent,0,219.196,3.4374
10,14,5,absent,present,-0.15,247.997,4.5625
10,15,5,present,present,-0.05,174.396,3.0985
10,16,5,absent,absent,0.15,311.991,0.4847
10,17,5,present,absent,-0.05,246.392,1.0895
10,18,5,absent,absent,-0.15,267.194,-3.5245
10,19,5,present,absent,0,293.599,-2.0619
10,20,5,absent,absent,-0.15,259.197,-1.2396
10,21,5,present,present,0,256.796,0.3049
10,22,5,absent,absent,-0.15,258.392,-0.2561
10,23,5,absent,present,0.15,272,2.7218
10,24,5,absent,absent,0.15,215.998,-5.9177
10,25,5,present,present,-0.05,164,6.2091
10,26,5,present,absent,-0.05,159.193,-3.7049
10,27,5,absent,absent,0.05,231.196,-5.616
10,28,5,present,present,0.05,263.994,-3.08
10,30,5,absent,absent,-0.15,311.992,2.1044
10,31,5,present,present,-0.15,203.199,-3.8656
10,32,5,absent,absent,0.05,242.395,1.398
10,33,5,absent,absent,-0.05,259.994,1.0006
10,34,5,present,absent,-0.05,267.195,1.3848
10,38,5,absent,present,0,295.995,4.6414
10,39,5,present,absent,0.05,294.39,-8.6837
10,40,5,present,present,0.05,254.396,-3.5092
10,41,5,present,absent,0.05,361.588,-0.2118
10,42,5,absent,absent,0.15,238.391,-4.2807
10,43,5,present,present,0.15,315.992,3.7435
10,44,5,absent,present,-0.05,189.596,-13.4113
10,45,5,present,present,0.05,307.991,-1.0588
10,46,5,present,absent,0.05,311.197,1.7532
10,47,5,present,present,0,268.793,10.5061
10,48,5,present,present,-0.05,216.794,0.4313
10,49,5,absent,absent,-0.05,252.791,0.6418
10,50,5,present,present,0,257.596,0.8541
10,51,5,absent,absent,0,283.193,-0.2508
10,52,5,present,present,0.15,309.593,0.6281
10,53,5,absent,present,0.15,250.39,1.1514
10,54,5,present,absent,0.15,305.594,7.4488
10,55,5,absent,present,0.15,365.593,-3.8744
10,56,5,absent,present,-0.15,211.192,2.1259
10,58,5,present,present,-0.15,166.404,6.7841
10,60,5,present,present,0.15,244.791,7.0405
10,61,5,present,absent,0.05,183.196,-9.6173
10,62,5,absent,present,0.15,307.191,1.5523
10,63,5,present,present,0,291.198,-8.6974
10,64,5,present,present,-0.05,290.392,9.1621
10,65,5,absent,absent,0,352.792,2.4846
10,67,5,present,absent,-0.15,243.196,-2.0817
10,68,5,absent,absent,-0.05,262.399,4.5086
10,69,5,absent,absent,-0.15,286.395,0.2624
10,71,5,absent,present,0.05,260.794,5.3497
10,72,5,present,present,-0.15,172.794,2.8852
10,73,5,present,absent,0.15,304,0.7792
10,74,5,absent,absent,0.05,263.991,7.2618
10,75,5,absent,present,-0.15,282.394,1.1142
10,76,5,absent,present,0.05,315.195,3.0751
10,77,5,absent,present,0.05,230.398,-7.1287
10,79,5,present,absent,0,258.394,-7.0054
10,80,5,present,absent,-0.15,219.99,1.3789
10,83,5,absent,absent,0.05,244.808,-0.9242
10,84,5,absent,present,-0.05,223.996,-2.4096
10,85,5,absent,present,-0.05,144.796,-4.2322
10,87,5,absent,absent,-0.05,251.191,1.7467
10,88,5,present,present,-0.05,173.596,8.9361
10,91,5,absent,present,0.05,277.598,-0.3557
10,94,5,absent,absent,-0.15,240.801,-3.6968
10,95,5,present,present,0.05,254.391,-3.3096
10,96,5,absent,present,-0.15,225.598,-5.3721
10,97,5,absent,absent,-0.15,251.189,3.2153
10,99,5,absent,absent,0.15,345.598,-2.9716
10,101,5,absent,absent,-0.05,214.401,-2.7731
10,102,5,present,present,0,200.796,-4.1539
10,103,5,present,absent,-0.15,164.799,1.9917
10,105,5,present,present,-0.05,307.196,7.4065
10,107,5,absent,absent,0.05,254.397,-4.3153
10,111,5,absent,present,-0.05,200.79,0.9162
10,112,5,absent,absent,0,267.995,9.179
10,113,5,absent,present,-0.15,211.196,-3.1416
10,114,5,absent,present,0,255.196,-3.008
10,115,5,absent,absent,0.05,319.99,-1.337
10,116,5,present,absent,-0.15,252.798,0.0171
10,117,5,absent,absent,0.05,319.991,0.0428
10,118,5,present,present,0,245.598,-5.8164
10,119,5,present,absent,0.05,306.39,-7.5736
10,120,5,present,present,-0.05,259.992,-3.0358
10,121,5,absent,present,0.15,331.189,-0.8064
10,123,5,present,absent,0,192.796,-10.2895
10,124,5,present,absent,0.05,281.597,-4.6075
10,125,5,absent,present,0.15,226.392,-3.8113
10,126,5,absent,present,0.05,259.992,0.95
10,127,5,absent,present,0.15,175.202,5.1697
10,128,5,present,present,-0.15,244.792,0.2779
10,129,5,present,absent,0.05,267.195,-1.0569
10,130,5,present,present,0.05,290.4,0.7286
10,131,5,present,present,0.05,259.193,2.3943
10,133,5,present,absent,-0.05,257.607,-0.5576
10,134,5,absent,absent,0,298.393,-7.7564
10,135,5,present,absent,0.05,258.392,-6.8151
10,136,5,present,present,-0.15,284.794,-6.4731
10,137,5,present,present,-0.15,254.394,-5.8433
10,140,5,absent,present,-0.05,199.995,7.9605
10,141,5,present,present,0.15,191.197,8.662
10,143,5,absent,present,-0.05,267.194,-3.1422
10,144,5,absent,absent,0.15,238.391,0.7166
10,145,5,absent,present,0,316.796,7.2711
10,146,5,absent,present,0.15,246.402,-4.5402
10,147,5,present,present,-0.15,203.993,-4.8399
10,148,5,absent,absent,0,189.595,-4.9757
10,149,5,absent,absent,0.15,259.996,1.4668
10,150,5,absent,absent,0,258.397,2.5012
10,151,5,absent,absent,0.05,325.594,-3.0116
10,152,5,present,present,0.05,231.994,-4.9516
10,153,5,present,present,-0.15,247.995,-1.3337
10,154,5,absent,absent,-0.15,214.396,-7.7267
10,155,5,absent,absent,0.15,255.993,1.0482
10,156,5,present,absent,0.15,188.003,-3.1865
10,157,5,absent,absent,0,192.796,-4.817
10,158,5,absent,absent,0.15,347.996,8.0371
10,159,5,absent,present,0.15,262.399,4.577
10,160,5,present,absent,0.15,241.599,-1.3294
10,161,5,present,present,0.05,159.991,10.9473
10,162,5,present,absent,0,213.597,-3.9707
10,163,5,present,present,-0.05,268.796,4.0996
10,164,5,present,absent,0.15,200.797,0.5438
10,165,5,present,absent,-0.15,257.595,-1.1925
10,166,5,present,absent,0,179.195,-2.4864
10,167,5,absent,present,-0.05,246.397,-7.2167
10,168,5,absent,absent,0.05,237.598,0.8782
10,171,5,absent,present,-0.15,233.599,-3.7762
10,172,5,present,present,0.15,241.587,-5.0642
10,173,5,absent,absent,-0.15,207.994,1.0248
10,174,5,absent,absent,0.05,244.797,-2.3826
10,175,5,absent,present,-0.05,245.59,3.0979
10,176,5,absent,present,-0.15,187.996,-9.9624
10,177,5,present,present,-0.15,204.796,8.8722
10,178,5,present,present,0.15,216.797,5.4901
10,179,5,present,absent,0.15,248.794,-9.5487
10,180,5,present,present,0,261.602,-1.0167
11,1,1,absent,present,0,485.591,-6.829
11,3,1,present,absent,0,261.586,-3.3309
11,4,1,present,absent,0,243.997,-3.9954
11,5,1,present,present,-0.15,225.597,10.6597
11,6,1,present,present,0,203.195,4.421
11,7,1,present,absent,-0.05,250.394,-0.1033
11,9,1,absent,present,0,272.797,0.2959
11,10,1,absent,absent,0.15,315.992,-4.9985
11,11,1,absent,absent,0.05,390.39,2.0083
11,12,1,present,absent,0.05,287.988,-1.0069
11,13,1,present,present,-0.05,279.995,3.7386
11,14,1,absent,present,-0.15,245.584,-1.1864
11,15,1,absent,present,-0.15,336.798,2.3814
11,17,1,absent,absent,0.15,400.796,-3.9021
11,18,1,present,absent,-0.05,371.995,1.7234
11,19,1,present,absent,-0.15,223.997,-0.5183
11,20,1,present,present,0.05,239.993,-0.3163
11,21,1,absent,absent,0,212.794,0.0381
11,22,1,absent,present,0,225.596,-0.9375
11,23,1,present,absent,-0.05,288.01,5.0842
11,25,1,absent,absent,-0.15,251.195,-3.8345
11,26,1,absent,absent,-0.05,249.6,3.5634
11,28,1,present,present,0,218.396,2.9232
11,29,1,present,absent,0,293.592,-3.7878
11,30,1,present,absent,0.05,229.599,-0.8454
11,32,1,absent,present,0.05,230.394,-1.6238
11,33,1,present,present,0.05,215.995,0.1326
11,34,1,present,present,0.05,343.194,-4.7979
11,35,1,present,present,0.15,223.198,1.8595
11,37,1,present,present,0.15,222.395,6.8415
11,39,1,present,present,0,245.595,2.2717
11,42,1,absent,absent,0,278.396,-3.5377
11,45,1,absent,present,-0.15,140.8,0.442
11,46,1,absent,absent,0.05,225.594,-3.1549
11,47,1,absent,present,0,243.995,-4.5254
11,48,1,absent,present,-0.15,261.595,4.0949
11,49,1,absent,absent,-0.15,195.994,3.1938
11,51,1,absent,absent,-0.15,285.595,3.9675
11,53,1,present,present,0.15,247.997,7.0223
11,54,1,absent,absent,-0.05,177.594,3.7698
11,57,1,absent,present,0.05,291.99,-4.2716
11,58,1,absent,present,-0.15,200.793,3.1936
11,62,1,absent,present,-0.15,241.595,-2.9601
11,63,1,present,absent,0.05,321.592,4.71
11,64,1,absent,absent,-0.15,311.996,2.534
11,66,1,absent,present,0.05,235.991,-1.5935
11,67,1,present,present,-0.15,151.191,12.2459
11,68,1,present,absent,0,232.798,3.0245
11,69,1,present,absent,0.15,302.396,-4.2524
11,70,1,absent,absent,-0.15,175.198,-3.5835
11,71,1,present,absent,0,319.995,2.1452
11,73,1,absent,present,-0.15,391.19,-1.8311
11,75,1,present,present,0,395.987,-1.8296
11,76,1,absent,absent,0.15,321.596,-0.5317
11,77,1,absent,absent,0,281.592,-3.8729
11,78,1,present,absent,0.05,371.991,4.217
11,79,1,absent,present,-0.05,336.791,-1.301
11,81,1,present,present,0.15,298.391,4.0496
11,84,1,absent,absent,0,341.593,1.6596
11,85,1,absent,absent,0,252.795,-0.3943
11,86,1,absent,present,-0.15,211.994,-0.8859
11,87,1,present,present,0.15,299.993,0.8517
11,88,1,present,present,0,367.197,1.1636
11,89,1,present,absent,0,278.391,1.7771
11,91,1,absent,present,0.05,310.39,-2.932
11,92,1,absent,present,0,303.196,-3.5988
11,93,1,present,present,0.15,343.993,0.8169
11,94,1,present,present,0.05,264.793,4.8764
11,95,1,absent,present,0,301.592,-1.1271
11,96,1,absent,present,0.15,306.395,-5.5082
11,99,1,absent,present,0.05,261.594,-0.7083
11,101,1,present,absent,0.15,236.772,2.3994
11,102,1,present,absent,0.05,275.995,-4.743
11,104,1,absent,absent,0,324.793,0.8738
11,105,1,absent,absent,0.15,319.191,4.2186
11,106,1,absent,absent,-0.05,260.794,7.0562
11,107,1,absent,present,-0.15,187.997,3.3486
11,108,1,absent,present,0.15,247.996,2.5078
11,109,1,absent,present,0,251.997,-0.7596
11,110,1,absent,present,0.15,326.394,1.8124
11,111,1,absent,absent,-0.05,229.594,-5.5101
11,112,1,present,absent,0.05,291.995,-3.4102
11,113,1,absent,present,0.05,254.397,-1.5036
11,115,1,present,present,-0.15,226.396,-3.4955
11,116,1,absent,absent,-0.15,232.795,-3.1024
11,117,1,present,absent,-0.05,190.399,-1.1583
11,118,1,absent,absent,0.15,313.592,-0.9988
11,119,1,absent,absent,-0.15,181.598,-2.3572
11,120,1,present,absent,0.05,303.189,3.6799
11,121,1,absent,present,0.15,306.396,0.7258
11,122,1,present,absent,-0.05,307.995,-1.5613
11,123,1,present,absent,0.05,315.997,0.8389
11,124,1,present,present,-0.05,168.792,1.5656
11,125,1,present,absent,-0.15,188.799,1.5184
11,128,1,present,absent,-0.05,191.993,10.2228
11,129,1,present,present,0.05,303.196,1.1207
11,130,1,present,absent,0.05,264.793,-3.2171
11,131,1,present,present,-0.15,259.991,-3.8003
11,132,1,present,present,0.05,212.794,-9.4196
11,134,1,present,absent,0.15,299.19,-0.5287
11,135,1,absent,absent,0,209.591,-2.6199
11,138,1,absent,absent,-0.15,173.595,2.3506
11,139,1,absent,absent,-0.15,134.401,-7.8296
11,140,1,present,present,0,207.998,10.2649
11,141,1,absent,present,0.05,245.593,-0.0597
11,142,1,absent,present,-0.05,245.595,1.5636
11,143,1,absent,absent,0,262.392,3.9331
11,144,1,present,absent,-0.15,215.994,5.8357
11,146,1,present,absent,-0.05,175.199,7.1697
11,147,1,present,absent,0.15,348.014,6.2512
11,148,1,absent,absent,0.05,251.196,-3.0447
11,149,1,absent,present,0.15,221.594,-2.8431
11,150,1,present,absent,-0.15,182.4,8.3057
11,151,1,absent,absent,0,279.997,-0.759
11,152,1,present,present,-0.05,261.591,-5.2977
11,153,1,present,absent,-0.05,209.597,5.2069
11,155,1,present,absent,0.05,263.195,0.2093
11,156,1,present,absent,-0.05,174.4,3.7479
11,157,1,absent,present,-0.15,196.809,1.8478
11,158,1,present,present,-0.05,186.383,2.1637
11,159,1,absent,present,0.05,238.396,4.7097
11,160,1,present,absent,0.15,229.598,-2.5354
11,161,1,present,absent,-0.05,211.196,5.0722
11,162,1,present,present,0.05,269.595,2.3747
11,163,1,present,present,0,188.792,7.6741
11,164,1,absent,present,0,211.198,-2.1524
11,165,1,absent,present,-0.05,338.395,-5.1105
11,167,1,absent,absent,0.05,219.996,4.0323
11,169,1,absent,absent,0.15,226.402,-1.6558
11,171,1,absent,present,0.15,316.791,0.2732
11,173,1,absent,present,0,268.795,2.7413
11,174,1,absent,present,0.15,330.399,-1.868
11,175,1,absent,absent,0.05,245.594,-1.6813
11,176,1,absent,absent,-0.05,230.392,-3.1781
11,179,1,absent,present,-0.05,295.994,8.0662
11,180,1,present,present,-0.05,187.991,8.4649
11,1,2,present,present,0.15,289.597,-2.9143
11,2,2,absent,absent,0.15,239.176,2.5098
11,3,2,absent,absent,-0.05,304.793,-2.0995
11,4,2,absent,present,0.15,291.195,0.2035
11,6,2,absent,absent,0.15,267.995,1.2727
11,7,2,present,absent,0.05,242.396,-3.9791
11,10,2,present,absent,0.05,243.196,4.1562
11,11,2,present,present,0.15,195.995,-2.0953
11,13,2,present,absent,0,172.801,2.4698
11,14,2,absent,absent,0.15,243.988,-1.2716
11,16,2,present,absent,-0.15,195.995,-0.3718
11,17,2,absent,present,-0.05,228.795,-2.716
11,19,2,present,present,0.15,297.592,-5.879
11,20,2,absent,absent,0.05,187.187,-5.9494
11,21,2,present,present,0,167.192,8.5099
11,22,2,absent,absent,0.15,190.384,-0.5895
11,23,2,present,absent,-0.05,207.194,-4.191
11,25,2,present,present,-0.15,151.999,7.4867
11,26,2,present,present,-0.05,271.192,-4.0341
11,27,2,present,present,0.15,301.593,3.9511
11,28,2,present,absent,0.15,240.794,-4.9662
11,29,2,absent,absent,0.15,231.198,-2.7638
11,30,2,absent,absent,0.15,245.594,0.1998
11,31,2,present,present,-0.05,268.794,0.2417
11,32,2,absent,absent,0,203.999,-3.045
11,33,2,absent,absent,0.05,205.596,1.4837
11,34,2,absent,absent,0.15,247.192,-2.1991
11,35,2,absent,present,0.15,230.405,-7.2398
11,36,2,present,present,0.15,246.397,-7.0303
11,37,2,absent,present,-0.05,151.196,-2.0587
11,38,2,present,absent,0.05,212.801,-0.1135
11,39,2,absent,present,-0.15,153.611,0.569
11,40,2,absent,present,0,255.196,-3.2287
11,43,2,present,absent,-0.05,198.396,-1.9809
11,44,2,present,absent,-0.05,179.997,2.9915
11,47,2,present,absent,-0.15,247.194,-0.331
11,48,2,present,absent,-0.05,175.995,-3.2591
11,49,2,absent,present,0.05,254.41,-5.2597
11,50,2,present,present,-0.05,274.394,2.6607
11,51,2,absent,absent,0.05,224.793,-0.8341
11,52,2,absent,present,-0.05,170.397,5.5142
11,53,2,absent,absent,0.05,211.196,-0.6255
11,54,2,present,absent,0.05,216.796,-0.984
11,55,2,absent,absent,0,215.996,2.2368
11,56,2,present,absent,0.15,203.197,-2.1081
11,57,2,present,present,0,172.796,-0.4169
11,58,2,present,present,-0.15,165.6,0.9895
11,59,2,absent,absent,0,178.396,3.2946
11,60,2,present,absent,0,355.989,1.3239
11,61,2,present,absent,-0.05,175.202,0.9506
11,62,2,absent,present,0.15,241.595,-2.786
11,63,2,present,absent,0.05,246.402,-1.6021
11,64,2,absent,present,0,274.399,-0.0368
11,65,2,present,absent,-0.05,175.994,-5.0293
11,67,2,present,absent,0,239.993,-3.9241
11,68,2,present,present,0,247.198,-1.0315
11,69,2,present,present,0,251.189,-4.9476
11,70,2,absent,present,-0.05,237.595,3.7257
11,71,2,absent,absent,-0.05,201.598,-2.0082
11,72,2,absent,present,-0.15,188.8,2.1452
11,74,2,present,present,0.05,220.001,3.5085
11,75,2,absent,absent,-0.15,167.997,-4.081
11,76,2,present,absent,0.15,236.795,1.5011
11,77,2,present,present,0.15,159.194,-5.7108
11,79,2,absent,present,0.05,203.197,4.5785
11,81,2,absent,present,0.05,296.793,2.7648
11,82,2,present,present,-0.05,225.592,-5.8761
11,83,2,absent,present,0,243.994,-4.2002
11,84,2,absent,present,0.15,327.992,-4.2281
11,85,2,present,present,-0.15,173.596,1.4165
11,86,2,present,present,0.15,304.795,3.1381
11,87,2,present,absent,0.05,310.39,1.2183
11,88,2,present,absent,0.15,339.191,4.8367
11,89,2,present,present,0.05,223.193,-7.1734
11,90,2,absent,absent,-0.15,195.997,3.3969
11,91,2,present,present,0,183.194,3.6825
11,92,2,absent,present,0.15,322.393,-0.2881
11,93,2,absent,present,0.05,227.19,-2.7325
11,94,2,absent,absent,0.15,227.193,-3.7148
11,95,2,present,present,-0.15,225.595,-4.3604
11,96,2,present,present,0.05,282.393,1.3943
11,97,2,absent,absent,-0.05,197.596,-4.5938
11,99,2,present,absent,-0.05,169.594,9.1474
11,100,2,absent,absent,-0.05,176.812,-3.3936
11,101,2,absent,absent,-0.15,198.395,-5.6457
11,102,2,present,present,-0.15,273.592,0.7833
11,103,2,absent,absent,0.05,199.998,-6.6281
11,104,2,absent,present,0,203.194,-1.2954
11,105,2,absent,absent,-0.05,187.196,5.1502
11,106,2,absent,absent,0.05,256.795,-3.8582
11,107,2,present,present,0.05,215.194,-7.1125
11,108,2,present,present,0.15,215.999,1.3413
11,109,2,present,present,0,191.994,-2.6155
11,111,2,present,present,-0.05,202.398,4.0843
11,112,2,present,absent,-0.15,263.196,2.9654
11,113,2,absent,present,0.05,239.198,-0.4984
11,114,2,absent,absent,0,182.396,-3.2908
11,115,2,absent,absent,0,199.193,-0.3665
11,116,2,present,absent,0.15,229.595,0.3862
11,117,2,present,present,0.05,207.196,6.9015
11,118,2,present,absent,-0.05,252.797,-6.9088
11,120,2,absent,present,-0.05,192.799,-1.6397
11,121,2,present,absent,-0.15,178.393,0.2924
11,122,2,present,absent,-0.05,266.396,0.8913
11,123,2,present,absent,0,192.797,-0.3061
11,125,2,present,present,0,190.397,16.8563
11,127,2,present,present,-0.15,201.598,-10.1917
11,129,2,present,absent,0,212.796,1.6393
11,131,2,absent,absent,-0.15,193.594,6.5863
11,132,2,present,absent,0,195.197,-2.7515
11,133,2,present,present,0.15,337.594,0.8629
11,134,2,present,present,0.15,225.595,8.0281
11,135,2,present,present,0.05,259.993,-1.609
11,136,2,present,present,-0.15,338.394,1.3965
11,137,2,present,absent,0.05,246.4,-3.3946
11,138,2,present,absent,0,259.996,-0.3635
11,139,2,present,present,0.15,227.996,2.686
11,140,2,absent,absent,-0.15,195.197,1.8039
11,142,2,present,absent,-0.15,244.793,-3.8927
11,143,2,absent,absent,-0.05,308.794,-7.9493
11,144,2,present,absent,0,223.197,2.551
11,145,2,absent,absent,0.05,239.199,-4.4857
11,146,2,present,present,0,186.394,2.1999
11,147,2,absent,present,0.05,221.611,-0.9089
11,148,2,present,absent,0.05,214.394,3.8434
11,149,2,present,present,0.05,235.995,3.3021
11,150,2,present,present,0,192.795,6.5796
11,151,2,present,absent,0.05,245.593,-4.4284
11,152,2,present,present,0.15,246.389,-6.5388
11,153,2,absent,present,-0.05,174.394,-5.4728
11,154,2,present,present,-0.05,170.399,3.5121
11,155,2,present,absent,0.15,235.993,-3.1644
11,156,2,absent,present,0.05,197.596,-7.7761
11,158,2,present,absent,0,219.998,5.0042
11,159,2,present,absent,0,206.395,7.9689
11,160,2,absent,present,0,299.988,-2.4066
11,163,2,absent,present,0.05,225.593,2.659
11,165,2,present,present,0,223.193,-0.8053
11,166,2,present,present,0.05,224.799,0.2947
11,167,2,absent,present,0.05,283.996,-2.381
11,168,2,absent,present,0.05,327.192,-2.7279
11,169,2,present,present,-0.05,171.199,1.9191
11,170,2,present,absent,0.15,234.393,2.6989
11,171,2,present,absent,0.15,180,-1.2215
11,172,2,absent,absent,0.15,300.795,6.0608
11,175,2,absent,absent,-0.05,227.194,2.5836
11,177,2,absent,present,0,188.796,10.5784
11,178,2,absent,present,-0.05,248.793,-0.7818
11,179,2,absent,present,0.15,295.989,-5.8257
11,180,2,present,present,-0.15,268.806,-4.7692
11,1,3,absent,present,-0.05,319.194,9.5596
11,2,3,present,present,0.05,306.396,0.291
11,3,3,absent,present,-0.15,179.997,3.8591
11,4,3,absent,absent,0.15,305.595,-2.5093
11,5,3,present,present,0.05,223.194,0.3018
11,6,3,absent,present,0.15,251.198,-0.3257
11,7,3,absent,absent,-0.05,216.799,-2.4865
11,8,3,present,present,-0.15,173.599,3.1427
11,9,3,absent,present,0,199.2,4.2587
11,10,3,absent,present,0.05,223.196,3.3094
11,11,3,absent,present,0,214.401,4.764
11,12,3,absent,absent,-0.05,198.393,-1.7582
11,13,3,absent,present,0.15,242.398,0.6737
11,14,3,present,present,0.05,183.998,0.2766
11,15,3,present,present,-0.05,197.597,12.3065
11,17,3,present,absent,0.05,208.798,-0.4425
11,18,3,absent,present,-0.05,172.802,3.2415
11,19,3,present,absent,0.15,220.798,-1.6309
11,20,3,absent,present,-0.15,193.596,-0.654
11,22,3,absent,present,0.05,294.396,-4.256
